Score,Combination,Combination_without_stopwords,Combination_without_stopwords_Lemmatized,Final_review
5,"['best', 'mac', 'cheese', 'on', 'the', 'market', 'i', 'first', 'found', 'these', 'at', 'safeway', 'thought', 'they', 'were', 'wonderful', 'but', 'then', 'they', 'disappeared', 'i', 'was', 'delighted', 'to', 'find', 'amazon', 'has', 'them', 'and', 'i', 'on', 'my', '2nd', 'box', 'now', 'i', 'also', 'introducing', 'them', 'to', 'my', 'daughter', 'and', 'granddaughters']","['best', 'mac', 'cheese', 'market', 'first', 'found', 'safeway', 'thought', 'wonderful', 'disappeared', 'delighted', 'find', 'amazon', '2nd', 'box', 'also', 'introducing', 'daughter', 'granddaughters']","['best', 'mac', 'cheese', 'market', 'first', 'found', 'safeway', 'thought', 'wonderful', 'disappear', 'delighted', 'find', 'amazon', '2nd', 'box', 'also', 'introduce', 'daughter', 'granddaughter']","['best', 'mac', 'cheese', 'market', 'first', 'found', 'safeway', 'thought', 'wonderful', 'disappear', 'delighted', 'find', 'amazon', '2nd', 'box', 'also', 'introduce', 'daughter', 'granddaughter']"
5,"['cheese', 'please', 'for', 'the', 'team', 'house', 'spaghetti', 'it', 'is', 'great', 'to', 'be', 'able', 'to', 'order', 'this', 'product', 'on', 'line', 'for', 'spaghetti', 'suppers', 'when', 'you', 'live', 'in', 'a', 'third', 'world', 'country', 'and', 'can', 'not', 'buy', 'this', 'at', 'a', 'store', 'or', 'at', 'the', 'market', 'it', 'is', 'not', 'deli', 'or', 'home', 'grated', 'fresh', 'parmesan', 'but', 'no', 'complaints', 'the', 'pack', 'of', '3', '16', 'oz', 'jars', 'is', 'right', 'for', 'a', '12', 'person', 'team', 'keeps', 'well']","['cheese', 'please', 'team', 'house', 'spaghetti', 'great', 'able', 'order', 'product', 'line', 'spaghetti', 'suppers', 'live', 'third', 'world', 'country', 'buy', 'store', 'market', 'deli', 'home', 'grated', 'fresh', 'parmesan', 'complaints', 'pack', '3', '16', 'oz', 'jars', 'right', '12', 'person', 'team', 'keeps', 'well']","['cheese', 'please', 'team', 'house', 'spaghetti', 'great', 'able', 'order', 'product', 'line', 'spaghetti', 'supper', 'live', 'third', 'world', 'country', 'buy', 'store', 'market', 'deli', 'home', 'grate', 'fresh', 'parmesan', 'complaint', 'pack', '3', '16', 'oz', 'jar', 'right', '12', 'person', 'team', 'keep', 'well']","['cheese', 'please', 'team', 'house', 'spaghetti', 'great', 'able', 'order', 'product', 'line', 'spaghetti', 'supper', 'live', 'third', 'world', 'country', 'buy', 'store', 'market', 'deli', 'home', 'grate', 'fresh', 'parmesan', 'complaint', 'pack', '3', '16', 'oz', 'jar', 'right', '12', 'person', 'team', 'keep', 'well']"
2,"['horrible', 'this', 'is', 'the', 'worst', 'split', 'pea', 'soup', 'i', 'have', 'ever', 'tasted', 'there', 'are', 'way', 'too', 'many', 'onions', 'i', 'usually', 'like', 'a', 'lot', 'of', 'onions', 'in', 'soup', 'but', 'this', 'was', 'ridiculous', 'there', 'were', 'more', 'onions', 'than', 'peas', 'it', 'tasted', 'more', 'like', 'i', 'was', 'eating', 'onion', 'soup', 'with', 'split', 'pea', 'flavor', 'on', 'top', 'of', 'that', 'the', 'onions', 'did', 'not', 'even', 'taste', 'fresh', 'they', 'were', 'bitter', 'amy', 'usually', 'makes', 'great', 'products', 'but', 'they', 'desperately', 'need', 'to', 'change', 'this', 'soup', 'i', 'give', 'it', '2', 'stars', 'only', 'because', 'it', 'is', 'healthy', 'and', 'there', 'might', 'be', 'a', 'small', 'chance', 'of', 'someone', 'liking', 'this', 'if', 'they', 'like', 'tons', 'of', 'acres', 'split', 'pea', 'soup', 'used', 'to', 'be', 'perfect', 'but', 'they', 'changed', 'their', 'recipe', 'recently', 'after', 'i', 'reviewed', 'it', 'it', 'is', 'still', 'ok', 'and', 'still', 'tastes', 'better', 'than', 'amy', 'split', 'pea']","['horrible', 'worst', 'split', 'pea', 'soup', 'ever', 'tasted', 'way', 'many', 'onions', 'usually', 'like', 'lot', 'onions', 'soup', 'ridiculous', 'onions', 'peas', 'tasted', 'like', 'eating', 'onion', 'soup', 'split', 'pea', 'flavor', 'top', 'onions', 'even', 'taste', 'fresh', 'bitter', 'amy', 'usually', 'makes', 'great', 'products', 'desperately', 'need', 'change', 'soup', 'give', '2', 'stars', 'healthy', 'might', 'small', 'chance', 'someone', 'liking', 'like', 'tons', 'acres', 'split', 'pea', 'soup', 'used', 'perfect', 'changed', 'recipe', 'recently', 'reviewed', 'still', 'ok', 'still', 'tastes', 'better', 'amy', 'split', 'pea']","['horrible', 'bad', 'split', 'pea', 'soup', 'ever', 'taste', 'way', 'many', 'onion', 'usually', 'like', 'lot', 'onion', 'soup', 'ridiculous', 'onion', 'pea', 'taste', 'like', 'eat', 'onion', 'soup', 'split', 'pea', 'flavor', 'top', 'onion', 'even', 'taste', 'fresh', 'bitter', 'amy', 'usually', 'make', 'great', 'product', 'desperately', 'need', 'change', 'soup', 'give', '2', 'star', 'healthy', 'might', 'small', 'chance', 'someone', 'like', 'like', 'ton', 'acre', 'split', 'pea', 'soup', 'use', 'perfect', 'change', 'recipe', 'recently', 'review', 'still', 'ok', 'still', 'taste', 'well', 'amy', 'split', 'pea']","['horrible', 'bad', 'split', 'pea', 'soup', 'ever', 'taste', 'way', 'many', 'onion', 'usually', 'like', 'lot', 'onion', 'soup', 'ridiculous', 'onion', 'pea', 'taste', 'like', 'eat', 'onion', 'soup', 'split', 'pea', 'flavor', 'top', 'onion', 'even', 'taste', 'fresh', 'bitter', 'amy', 'usually', 'make', 'great', 'product', 'desperately', 'need', 'change', 'soup', 'give', '2', 'star', 'healthy', 'might', 'small', 'chance', 'someone', 'like', 'like', 'ton', 'acre', 'split', 'pea', 'soup', 'use', 'perfect', 'change', 'recipe', 'recently', 'review', 'still', 'ok', 'still', 'taste', 'well', 'amy', 'split', 'pea']"
5,"['best', 'if', 'you', 'like', 'a', 'strong', 'and', 'smooth', 'coffee', 'that', 'wakes', 'you', 'up', 'this', 'is', 'the', 'one']","['best', 'like', 'strong', 'smooth', 'coffee', 'wakes', 'one']","['best', 'like', 'strong', 'smooth', 'coffee', 'wake', 'one']","['best', 'like', 'strong', 'smooth', 'coffee', 'wake', 'one']"
5,"['great', 'taste', 'i', 'bought', 'these', 'to', 'give', 'away', 'on', 'halloween', 'and', 'they', 'were', 'a', 'success', 'especially', 'with', 'moms', 'great', 'taste', 'and', 'good', 'for', 'you']","['great', 'taste', 'bought', 'give', 'away', 'halloween', 'success', 'especially', 'moms', 'great', 'taste', 'good']","['great', 'taste', 'bought', 'give', 'away', 'halloween', 'success', 'especially', 'mom', 'great', 'taste', 'good']","['great', 'taste', 'bought', 'give', 'away', 'halloween', 'success', 'especially', 'mom', 'great', 'taste', 'good']"
5,"['i', 'do', 'know', 'whether', 'to', 'give', 'this', '1', 'star', 'or', '5', 'this', 'is', 'the', 'hottest', 'hot', 'sauce', 'i', 'ever', 'had', 'nothing', 'is', 'ever', 'hot', 'enough', 'for', 'me', 'and', 'this', 'is', 'way', 'too', 'hot', 'i', 'ate', 'a', 'quarter', 'sized', 'bit', 'in', 'my', 'tomato', 'soup', 'and', 'now', 'i', 'think', 'i', 'going', 'to', 'have', 'a', 'heart', 'attack', 'and', 'die', 'd', 'goodbye', 'cruel', 'world']","['know', 'whether', 'give', '1', 'star', '5', 'hottest', 'hot', 'sauce', 'ever', 'nothing', 'ever', 'hot', 'enough', 'way', 'hot', 'ate', 'quarter', 'sized', 'bit', 'tomato', 'soup', 'think', 'going', 'heart', 'attack', 'die', 'goodbye', 'cruel', 'world']","['know', 'whether', 'give', '1', 'star', '5', 'hottest', 'hot', 'sauce', 'ever', 'nothing', 'ever', 'hot', 'enough', 'way', 'hot', 'ate', 'quarter', 'size', 'bit', 'tomato', 'soup', 'think', 'go', 'heart', 'attack', 'die', 'goodbye', 'cruel', 'world']","['know', 'whether', 'give', '1', 'star', '5', 'hottest', 'hot', 'sauce', 'ever', 'nothing', 'ever', 'hot', 'enough', 'way', 'hot', 'ate', 'quarter', 'size', 'bit', 'tomato', 'soup', 'think', 'go', 'heart', 'attack', 'die', 'goodbye', 'cruel', 'world']"
5,"['excellent', 'being', 'gluten', 'free', 'you', 'should', 'expect', 'items', 'made', 'from', 'rice', 'flour', 'to', 'taste', 'the', 'same', 'as', 'those', 'made', 'from', 'wheat', 'flour', 'that', 'being', 'said', 'these', 'pizza', 'shells', 'are', 'excellent', 'it', 'so', 'great', 'to', 'be', 'able', 'to', 'eat', 'pizza', 'again', 'i', 'been', 'eating', 'a', 'pizza', 'every', 'day', 'since', 'i', 'received', 'them', 'this', 'is', 'my', 'first', 'exposure', 'to', 'foods', 'and', 'i', 'am', 'very', 'impressed', 'after', 'amazon', 'warehouse', 'deals', 'sent', 'me', 'some', 'moldy', 'and', 'fermented', 'shells', 'the', 'staff', 'at', 'sent', 'me', 'a', 'replacement', 'at', 'no', 'cost', 'they', 'were', 'overwhelmingly', 'friendly', 'and', 'professional', 'highly', 'recommend', 'just', 'do', 'expect', 'it', 'to', 'taste', 'like', 'pizza', 'made', 'from', 'wheat']","['excellent', 'gluten', 'free', 'expect', 'items', 'made', 'rice', 'flour', 'taste', 'made', 'wheat', 'flour', 'said', 'pizza', 'shells', 'excellent', 'great', 'able', 'eat', 'pizza', 'eating', 'pizza', 'every', 'day', 'since', 'received', 'first', 'exposure', 'foods', 'impressed', 'amazon', 'warehouse', 'deals', 'sent', 'moldy', 'fermented', 'shells', 'staff', 'sent', 'replacement', 'cost', 'overwhelmingly', 'friendly', 'professional', 'highly', 'recommend', 'expect', 'taste', 'like', 'pizza', 'made', 'wheat']","['excellent', 'gluten', 'free', 'expect', 'item', 'make', 'rice', 'flour', 'taste', 'make', 'wheat', 'flour', 'say', 'pizza', 'shell', 'excellent', 'great', 'able', 'eat', 'pizza', 'eat', 'pizza', 'every', 'day', 'since', 'receive', 'first', 'exposure', 'food', 'impressed', 'amazon', 'warehouse', 'deal', 'sent', 'moldy', 'ferment', 'shell', 'staff', 'sent', 'replacement', 'cost', 'overwhelmingly', 'friendly', 'professional', 'highly', 'recommend', 'expect', 'taste', 'like', 'pizza', 'make', 'wheat']","['excellent', 'gluten', 'free', 'expect', 'item', 'make', 'rice', 'flour', 'taste', 'make', 'wheat', 'flour', 'say', 'pizza', 'shell', 'excellent', 'great', 'able', 'eat', 'pizza', 'eat', 'pizza', 'every', 'day', 'since', 'receive', 'first', 'exposure', 'food', 'impressed', 'amazon', 'warehouse', 'deal', 'sent', 'moldy', 'ferment', 'shell', 'staff', 'sent', 'replacement', 'cost', 'overwhelmingly', 'friendly', 'professional', 'highly', 'recommend', 'expect', 'taste', 'like', 'pizza', 'make', 'wheat']"
5,"['oh', 'my', 'goodness', 'yum', 'these', 'chocolate', 'bites', 'are', 'simply', 'heavenly', 'so', 'perfectly', 'creamy', 'they', 'taste', 'decadent', 'you', 'would', 'never', 'guess', 'that', 'they', 'sugar', 'free', 'plus', 'perfect', 'control', 'you', 'can', 'have', 'one', 'bite', 'for', 'less', 'than', '40', 'calories', 'or', '2', 'for', 'around', '70', 'wonderful', 'i', 'only', 'wish', 'i', 'could', 'access', 'them', 'more', 'easily', 'it', 'so', 'expensive', 'online', 'and', 'hard', 'to', 'find', 'in', 'the', 'store', 'worth', 'it', 'though']","['oh', 'goodness', 'yum', 'chocolate', 'bites', 'simply', 'heavenly', 'perfectly', 'creamy', 'taste', 'decadent', 'would', 'never', 'guess', 'sugar', 'free', 'plus', 'perfect', 'control', 'one', 'bite', 'less', '40', 'calories', '2', 'around', '70', 'wonderful', 'wish', 'could', 'access', 'easily', 'expensive', 'online', 'hard', 'find', 'store', 'worth', 'though']","['oh', 'goodness', 'yum', 'chocolate', 'bite', 'simply', 'heavenly', 'perfectly', 'creamy', 'taste', 'decadent', 'would', 'never', 'guess', 'sugar', 'free', 'plus', 'perfect', 'control', 'one', 'bite', 'less', '40', 'calorie', '2', 'around', '70', 'wonderful', 'wish', 'could', 'access', 'easily', 'expensive', 'online', 'hard', 'find', 'store', 'worth', 'though']","['oh', 'goodness', 'yum', 'chocolate', 'bite', 'simply', 'heavenly', 'perfectly', 'creamy', 'taste', 'decadent', 'would', 'never', 'guess', 'sugar', 'free', 'plus', 'perfect', 'control', 'one', 'bite', 'less', '40', 'calorie', '2', 'around', '70', 'wonderful', 'wish', 'could', 'access', 'easily', 'expensive', 'online', 'hard', 'find', 'store', 'worth', 'though']"
5,"['bob', 'red', 'mill', 'organic', 'oat', 'bran', 'hot', 'cereal', 'bob', 'red', 'mill', 'anything', 'is', 'always', 'good', 'we', 'enjoy', 'cooked', 'cereal', 'and', 'have', 'been', 'buying', 'this', 'at', 'our', 'local', 'grocery', 'for', 'yearswhen', 'they', 'have', 'it', 'on', 'the', 'shelf', 'we', 'like', 'both', 'the', 'organic', 'oat', 'bran', 'as', 'well', 'as', 'the', 'original', 'oat', 'bran']","['bob', 'red', 'mill', 'organic', 'oat', 'bran', 'hot', 'cereal', 'bob', 'red', 'mill', 'anything', 'always', 'good', 'enjoy', 'cooked', 'cereal', 'buying', 'local', 'grocery', 'yearswhen', 'shelf', 'like', 'organic', 'oat', 'bran', 'well', 'original', 'oat', 'bran']","['bob', 'red', 'mill', 'organic', 'oat', 'bran', 'hot', 'cereal', 'bob', 'red', 'mill', 'anything', 'always', 'good', 'enjoy', 'cooked', 'cereal', 'buying', 'local', 'grocery', 'yearswhen', 'shelf', 'like', 'organic', 'oat', 'bran', 'well', 'original', 'oat', 'bran']","['bob', 'red', 'mill', 'organic', 'oat', 'bran', 'hot', 'cereal', 'bob', 'red', 'mill', 'anything', 'always', 'good', 'enjoy', 'cooked', 'cereal', 'buying', 'local', 'grocery', 'yearswhen', 'shelf', 'like', 'organic', 'oat', 'bran', 'well', 'original', 'oat', 'bran']"
5,"['some', 'aftertaste', 'but', 'still', 'good', 'yes', 'it', 'does', 'have', 'artificial', 'sweetener', 'yes', 'you', 'can', 'taste', 'it', 'i', 'have', 'had', 'any', 'artificial', 'sweetener', 'that', 'i', 'could', 'notice', 'it', 'not', 'a', 'taste', 'though', 'at', 'least', 'to', 'me', 'my', 'daughter', 'tried', 'it', 'and', 'liked', 'it', 'i', 'did', 'even', 'tell', 'her', 'it', 'was', 'in', 'it', 'till', 'after', 'honestly', 'regular', 'apple', 'cider', 'is', 'just', 'too', 'sweet', 'for', 'me', 'anyway', 'so', 'this', 'is', 'just', 'as', 'good', 'cuz', 'i', 'replacing', 'the', 'slight', 'dislike', 'of', 'too', 'sweet', 'with', 'a', 'slight', 'dislike', 'of', 'artificial', 'if', 'you', 'to', 'the', 'artificial', 'flavor', 'and', 'you', 'do', 'like', 'any', 'of', 'it', 'then', 'avoid', 'this', 'otherwise', 'you', 'should', 'try', 'it', 'out', 'it', 'going', 'to', 'just', 'come', 'down', 'to', 'a', 'personal', 'taste', 'preference', 'thing', 'for', 'everyone']","['aftertaste', 'still', 'good', 'yes', 'artificial', 'sweetener', 'yes', 'taste', 'artificial', 'sweetener', 'could', 'notice', 'taste', 'though', 'least', 'daughter', 'tried', 'liked', 'even', 'tell', 'till', 'honestly', 'regular', 'apple', 'cider', 'sweet', 'anyway', 'good', 'cuz', 'replacing', 'slight', 'dislike', 'sweet', 'slight', 'dislike', 'artificial', 'artificial', 'flavor', 'like', 'avoid', 'otherwise', 'try', 'going', 'come', 'personal', 'taste', 'preference', 'thing', 'everyone']","['aftertaste', 'still', 'good', 'yes', 'artificial', 'sweetener', 'yes', 'taste', 'artificial', 'sweetener', 'could', 'notice', 'taste', 'though', 'least', 'daughter', 'try', 'like', 'even', 'tell', 'till', 'honestly', 'regular', 'apple', 'cider', 'sweet', 'anyway', 'good', 'cuz', 'replace', 'slight', 'dislike', 'sweet', 'slight', 'dislike', 'artificial', 'artificial', 'flavor', 'like', 'avoid', 'otherwise', 'try', 'go', 'come', 'personal', 'taste', 'preference', 'thing', 'everyone']","['aftertaste', 'still', 'good', 'yes', 'artificial', 'sweetener', 'yes', 'taste', 'artificial', 'sweetener', 'could', 'notice', 'taste', 'though', 'least', 'daughter', 'try', 'like', 'even', 'tell', 'till', 'honestly', 'regular', 'apple', 'cider', 'sweet', 'anyway', 'good', 'cuz', 'replace', 'slight', 'dislike', 'sweet', 'slight', 'dislike', 'artificial', 'artificial', 'flavor', 'like', 'avoid', 'otherwise', 'try', 'go', 'come', 'personal', 'taste', 'preference', 'thing', 'everyone']"
4,"['a', 'good', 'buy', 'essential', 'for', 'baking', 'this', 'is', 'a', 'good', 'buy', 'in', 'this', 'quantity', 'though', 'to', 'preserve', 'it', 'i', 'pour', 'some', 'into', 'a', 'jar', 'with', 'a', 'lid', 'that', 'screws', 'tight', 'and', 'reclose', 'and', 'seal', 'the', 'bag', 'carefully', 'until', 'it', 'needed', 'the', 'jar', 'sits', 'with', 'my', 'baking', 'supplies', 'and', 'i', 'measure', 'the', 'xanthan', 'gum', 'from', 'that', 'as', 'needed', 'i', 'do', 'wish', 'it', 'were', 'sold', 'in', 'a', 'container', 'made', 'to', 'reclose', 'tightly']","['good', 'buy', 'essential', 'baking', 'good', 'buy', 'quantity', 'though', 'preserve', 'pour', 'jar', 'lid', 'screws', 'tight', 'reclose', 'seal', 'bag', 'carefully', 'needed', 'jar', 'sits', 'baking', 'supplies', 'measure', 'xanthan', 'gum', 'needed', 'wish', 'sold', 'container', 'made', 'reclose', 'tightly']","['good', 'buy', 'essential', 'baking', 'good', 'buy', 'quantity', 'though', 'preserve', 'pour', 'jar', 'lid', 'screw', 'tight', 'reclose', 'seal', 'bag', 'carefully', 'need', 'jar', 'sits', 'baking', 'supply', 'measure', 'xanthan', 'gum', 'need', 'wish', 'sell', 'container', 'make', 'reclose', 'tightly']","['good', 'buy', 'essential', 'baking', 'good', 'buy', 'quantity', 'though', 'preserve', 'pour', 'jar', 'lid', 'screw', 'tight', 'reclose', 'seal', 'bag', 'carefully', 'need', 'jar', 'sits', 'baking', 'supply', 'measure', 'xanthan', 'gum', 'need', 'wish', 'sell', 'container', 'make', 'reclose', 'tightly']"
3,"['not', 'strong', 'enough', 'lacks', 'full', 'flavors', 'sophistication', 'ok', 'i', 'been', 'drinking', 'a', 'variety', 'of', 'hot', 'teas', 'usually', 'with', 'cream', 'a', 'tad', 'of', 'sugar', 'since', 'the', 'late', '1970', 'before', 'that', 'iced', 'tea', 'amazon', 'did', 'sell', 'this', 'at', 'an', 'excellent', 'price', 'you', 'subscribe', 'it', 'arrived', 'promptly', 'with', 'a', 'very', 'fresh', 'date', 'expiration', 'in', '2013', 'for', 'best', 'flavor', 'bought', 'in', 'august', '2011', 'this', 'tea', 'is', 'too', 'weak', 'too', 'smooth', 'i', 'have', 'to', 'use', '3', 'tea', 'bags', 'per', 'cup', 'of', 'water', 'to', 'get', 'some', 'strength', 'infused', 'into', 'it', 'for', '10', 'minutes', 'i', 'recommend', 'lifeboat', 'tea', 'also', 'from', 'uk', 'over', 'this', 'or', 'scottish', 'breakfast', 'if', 'you', 'want', 'even', 'more', 'strength', 'full', 'you', 'do', 'want', 'strong', 'full', 'flavors', 'or', 'sophistication', 'then', 'this', 'tea', 'is', 'a', 'buy', 'for', 'smooth', 'subtle', 'drinking', 'good', 'for', 'a', 'tea', 'party', 'to', 'eat', 'little', 'cakes', 'scones', 'with', 'it', 'better', 'it', 'be', 'lifeboat', 'or', 'scottish', 'breakfast', 'imo', 'for', 'my', 'tea', 'parties', 'right', 'now', 'my', 'ideal', 'blend', 'would', 'be', 'a', 'combination', 'blend', 'of', 'scottish', 'breakfast', 'and', 'lifeboat', 'lifeboat', 'needs', 'a', 'tiny', 'kick', 'of', 'strength', 'flavor', 'from', 'the', 'scottish', 'tea', 'that', 'my', 'perfect', 'cuppa', 'tea', 'if', 'you', 'know', 'a', 'better', 'stronger', 'blend', 'that', 'can', 'top', 'that', 'combo', 'taste', 'then', 'please', 'comment', 'to', 'this', 'post', 'and', 'thanks']","['strong', 'enough', 'lacks', 'full', 'flavors', 'sophistication', 'ok', 'drinking', 'variety', 'hot', 'teas', 'usually', 'cream', 'tad', 'sugar', 'since', 'late', '1970', 'iced', 'tea', 'amazon', 'sell', 'excellent', 'price', 'subscribe', 'arrived', 'promptly', 'fresh', 'date', 'expiration', '2013', 'best', 'flavor', 'bought', 'august', '2011', 'tea', 'weak', 'smooth', 'use', '3', 'tea', 'bags', 'per', 'cup', 'water', 'get', 'strength', 'infused', '10', 'minutes', 'recommend', 'lifeboat', 'tea', 'also', 'uk', 'scottish', 'breakfast', 'want', 'even', 'strength', 'full', 'want', 'strong', 'full', 'flavors', 'sophistication', 'tea', 'buy', 'smooth', 'subtle', 'drinking', 'good', 'tea', 'party', 'eat', 'little', 'cakes', 'scones', 'better', 'lifeboat', 'scottish', 'breakfast', 'imo', 'tea', 'parties', 'right', 'ideal', 'blend', 'would', 'combination', 'blend', 'scottish', 'breakfast', 'lifeboat', 'lifeboat', 'needs', 'tiny', 'kick', 'strength', 'flavor', 'scottish', 'tea', 'perfect', 'cuppa', 'tea', 'know', 'better', 'stronger', 'blend', 'top', 'combo', 'taste', 'please', 'comment', 'post', 'thanks']","['strong', 'enough', 'lack', 'full', 'flavor', 'sophistication', 'ok', 'drinking', 'variety', 'hot', 'tea', 'usually', 'cream', 'tad', 'sugar', 'since', 'late', '1970', 'iced', 'tea', 'amazon', 'sell', 'excellent', 'price', 'subscribe', 'arrive', 'promptly', 'fresh', 'date', 'expiration', '2013', 'best', 'flavor', 'bought', 'august', '2011', 'tea', 'weak', 'smooth', 'use', '3', 'tea', 'bag', 'per', 'cup', 'water', 'get', 'strength', 'infuse', '10', 'minute', 'recommend', 'lifeboat', 'tea', 'also', 'uk', 'scottish', 'breakfast', 'want', 'even', 'strength', 'full', 'want', 'strong', 'full', 'flavor', 'sophistication', 'tea', 'buy', 'smooth', 'subtle', 'drinking', 'good', 'tea', 'party', 'eat', 'little', 'cake', 'scone', 'well', 'lifeboat', 'scottish', 'breakfast', 'imo', 'tea', 'party', 'right', 'ideal', 'blend', 'would', 'combination', 'blend', 'scottish', 'breakfast', 'lifeboat', 'lifeboat', 'need', 'tiny', 'kick', 'strength', 'flavor', 'scottish', 'tea', 'perfect', 'cuppa', 'tea', 'know', 'well', 'strong', 'blend', 'top', 'combo', 'taste', 'please', 'comment', 'post', 'thanks']","['strong', 'enough', 'lack', 'full', 'flavor', 'sophistication', 'ok', 'drinking', 'variety', 'hot', 'tea', 'usually', 'cream', 'tad', 'sugar', 'since', 'late', '1970', 'iced', 'tea', 'amazon', 'sell', 'excellent', 'price', 'subscribe', 'arrive', 'promptly', 'fresh', 'date', 'expiration', '2013', 'best', 'flavor', 'bought', 'august', '2011', 'tea', 'weak', 'smooth', 'use', '3', 'tea', 'bag', 'per', 'cup', 'water', 'get', 'strength', 'infuse', '10', 'minute', 'recommend', 'lifeboat', 'tea', 'also', 'uk', 'scottish', 'breakfast', 'want', 'even', 'strength', 'full', 'want', 'strong', 'full', 'flavor', 'sophistication', 'tea', 'buy', 'smooth', 'subtle', 'drinking', 'good', 'tea', 'party', 'eat', 'little', 'cake', 'scone', 'well', 'lifeboat', 'scottish', 'breakfast', 'imo', 'tea', 'party', 'right', 'ideal', 'blend', 'would', 'combination', 'blend', 'scottish', 'breakfast', 'lifeboat', 'lifeboat', 'need', 'tiny', 'kick', 'strength', 'flavor', 'scottish', 'tea', 'perfect', 'cuppa', 'tea', 'know', 'well', 'strong', 'blend', 'top', 'combo', 'taste', 'please', 'comment', 'post', 'thanks']"
2,"['70', 'it', 'may', 'not', 'be', 'fair', 'for', 'me', 'to', 'review', 'this', 'i', 'sent', 'it', 'out', 'to', 'uncle', 'johnny', 'just', 'yesterday', 'but', 'when', 'i', 'think', 'about', 'it', 'that', 'box', 'of', 'dried', 'fruit', 'and', 'nuts', 'ca', 'be', 'all', 'that', 'big', 'and', 'certainly', 'not', 'worth', '70', 'but', 'somehow', 'that', 'what', 'my', 'total', 'came', 'out', 'to', 'by', 'the', 'time', 'i', 'was', 'at', 'the', 'end', 'i', 'think', 'it', 'was', 'the', 'shipping', 'that', 'did', 'it', 'i', 'love', 'my', 'uncle', 'johnny', 'but', 'that', 'really', 'hurt', 'i', 'found', 'something', 'that', 'looked', 'nice', 'and', 'was', 'in', 'my', 'price', 'range', 'and', 'then', 'once', 'i', 'click', 'submit', 'i', 'got', 'a', 'total', 'of', 'i', 'was', 'livid', 'and', 'i', 'ca', 'help', 'but', 'muttering', 'to', 'myself', 'over', 'and', 'over', 'if', 'i', 'going', 'to', 'give', 'out', '70', 'to', 'someone', 'as', 'a', 'gift', 'i', 'certainly', 'want', 'them', 'to', 'get', '70', 'worth', 'of', 'something', 'so', 'i', 'guess', 'in', 'the', 'long', 'run', 'it', 'not', 'the', 'product', 'i', 'reviewing', 'it', 'the', 'shipping', 'these', 'businesses', 'who', 'started', 'with', 'a', 'wonderful', 'idea', 'have', 'turned', 'our', 'sympathies', 'to', 'just', 'a', 'scam', 'i', 'can', 'not', 'longer', 'support', 'them', 'i', 'out', 'there', 'are', 'other', 'ways', 'i', 'can', 'say', 'i', 'love', 'you', 'or', 'i', 'sorry', 'your', 'wife', 'died']","['70', 'may', 'fair', 'review', 'sent', 'uncle', 'johnny', 'yesterday', 'think', 'box', 'dried', 'fruit', 'nuts', 'ca', 'big', 'certainly', 'worth', '70', 'somehow', 'total', 'came', 'time', 'end', 'think', 'shipping', 'love', 'uncle', 'johnny', 'really', 'hurt', 'found', 'something', 'looked', 'nice', 'price', 'range', 'click', 'submit', 'got', 'total', 'livid', 'ca', 'help', 'muttering', 'going', 'give', '70', 'someone', 'gift', 'certainly', 'want', 'get', '70', 'worth', 'something', 'guess', 'long', 'run', 'product', 'reviewing', 'shipping', 'businesses', 'started', 'wonderful', 'idea', 'turned', 'sympathies', 'scam', 'longer', 'support', 'ways', 'say', 'love', 'sorry', 'wife', 'died']","['70', 'may', 'fair', 'review', 'sent', 'uncle', 'johnny', 'yesterday', 'think', 'box', 'dry', 'fruit', 'nut', 'ca', 'big', 'certainly', 'worth', '70', 'somehow', 'total', 'come', 'time', 'end', 'think', 'shipping', 'love', 'uncle', 'johnny', 'really', 'hurt', 'found', 'something', 'look', 'nice', 'price', 'range', 'click', 'submit', 'get', 'total', 'livid', 'ca', 'help', 'mutter', 'go', 'give', '70', 'someone', 'gift', 'certainly', 'want', 'get', '70', 'worth', 'something', 'guess', 'long', 'run', 'product', 'review', 'shipping', 'business', 'start', 'wonderful', 'idea', 'turn', 'sympathy', 'scam', 'longer', 'support', 'way', 'say', 'love', 'sorry', 'wife', 'die']","['70', 'may', 'fair', 'review', 'sent', 'uncle', 'johnny', 'yesterday', 'think', 'box', 'dry', 'fruit', 'nut', 'ca', 'big', 'certainly', 'worth', '70', 'somehow', 'total', 'come', 'time', 'end', 'think', 'shipping', 'love', 'uncle', 'johnny', 'really', 'hurt', 'found', 'something', 'look', 'nice', 'price', 'range', 'click', 'submit', 'get', 'total', 'livid', 'ca', 'help', 'mutter', 'go', 'give', '70', 'someone', 'gift', 'certainly', 'want', 'get', '70', 'worth', 'something', 'guess', 'long', 'run', 'product', 'review', 'shipping', 'business', 'start', 'wonderful', 'idea', 'turn', 'sympathy', 'scam', 'longer', 'support', 'way', 'say', 'love', 'sorry', 'wife', 'die']"
